guid,entry_status,major,in_school_earning,fin_aid_0,fin_aid_3000,fin_aid_10000,,,,,Fin Aid $0,"Fin Aid $3,000","Fin Aid $10,000"
50187c93-8f8e-4284-84ff-e9e1c0ecbc7a,FTT,Computer Engineering,4500,18.80798946,22.75968096,36.00183989,,,,,0.1880798946,0.2275968096,0.3600183989
a10ea85a-1110-4838-b048-0f477f138bb4,FTT,Computer Engineering,10500,27.57381518,33.61700335,57.32227059,,,,,0.2757381518,0.3361700335,0.5732227059
62cc85a0-4f1d-40a0-b706-febd5ec6a999,FTT,Computer Engineering Technology,0,8.486250561,10.89537879,19.09985051,,,,,0.08486250561,0.1089537879,0.1909985051
f9763218-ecdb-4d86-9800-055aa3111f05,FTT,Computer Engineering Technology,4500,12.29010616,15.60784242,27.9094677,,,,,0.1229010616,0.1560784242,0.279094677
d5cdef4f-4a67-49e2-833c-96c3f141903f,FTT,Computer Engineering Technology,10500,19.89929826,25.59756545,48.8465332,,,,,0.1989929826,0.2559756545,0.488465332
dc9ed000-3053-442e-8f83-b9681d695e63,FTT,Computer Science and Information Technology,0,12.95851149,15.37706844,22.35723258,,,,,0.1295851149,0.1537706844,0.2235723258
85f85057-1692-43dc-a1e6-08e3fdea26c9,FTT,Computer Science and Information Technology,4500,16.69501707,19.59992617,28.37872,,,,,0.1669501707,0.1959992617,0.2837872
d687ab4d-5253-4b76-855f-9d04c578ace4,FTT,Computer Science and Information Technology,10500,22.95257307,26.89771718,39.86345845,,,,,0.2295257307,0.2689771718,0.3986345845
e9a7b77e-ef2b-4ba0-892a-e931dae07061,FTT,Construction Engineering Technology,0,9.695756279,11.63686784,17.26294173,,,,,0.09695756279,0.1163686784,0.1726294173
0da57f74-d18b-4010-a058-e46d62618382,FTT,Construction Engineering Technology,4500,12.6947911,15.03267267,22.16441985,,,,,0.126947911,0.1503267267,0.2216441985
