Campus,Location,Student Path,Entry Stat,HEGIS at ExitOLD,HEGIS at Exit,Major,industry,# of Students Found,Median Annual Earnings,Average Annual Earnings,# of Students Found,Median Annual Earnings,Average Annual Earnings
55,Dominguez Hills,1,FTF,6991,6991,Multimedia,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF,6991,6991,Multimedia,Government,,,,,,
55,Dominguez Hills,1,FTF,6991,6991,Multimedia,No Wages,53,,,67,,
55,Dominguez Hills,1,FTF,6991,6991,Multimedia,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Information,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,7028,Computer Science and Information Technology,"Professional, Scientific, & Technical Skills",7,"$54,646 ","$65,657 ",,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Other Services,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Government,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,7028,Computer Science and Information Technology,No Wages,93,,,99,,
55,Dominguez Hills,1,FTF,08231 + 08232,8232,Child Development,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,08231 + 08232,8232,Child Development,Health Care & Social Assistance,5,"$32,447 ","$30,125 ",,,
55,Dominguez Hills,1,FTF,08231 + 08232,8232,Child Development,No Wages,79,,,85,,
55,Dominguez Hills,1,FTF,8351,8351,Kinesiology,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,8351,8351,Kinesiology,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,8351,8351,Kinesiology,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,8351,8351,Kinesiology,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,8351,8351,Kinesiology,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF,8351,8351,Kinesiology,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,8351,8351,Kinesiology,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,8351,8351,Kinesiology,Educational Services,17,"$48,451 ","$42,374 ",,,
55,Dominguez Hills,1,FTF,8351,8351,Kinesiology,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,8351,8351,Kinesiology,"Arts, Entertainment, & Recreation",5,"$25,964 ","$27,793 ",,,
55,Dominguez Hills,1,FTF,8351,8351,Kinesiology,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,8351,8351,Kinesiology,Other Services,,,,,,
55,Dominguez Hills,1,FTF,8351,8351,Kinesiology,Government,,,,,,
55,Dominguez Hills,1,FTF,8351,8351,Kinesiology,No Wages,104,,,131,,
55,Dominguez Hills,1,FTF,8351,8351,Kinesiology,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,10022,Art,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,10022,Art,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,10022,Art,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,10022,Art,Retail Trade,5,"$37,127 ","$36,839 ",,,
55,Dominguez Hills,1,FTF,10021 + 10022,10022,Art,Information,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,10022,Art,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,10022,Art,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,10022,Art,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,10022,Art,Educational Services,5,"$21,446 ","$21,094 ",,,
55,Dominguez Hills,1,FTF,10021 + 10022,10022,Art,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,10022,Art,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,10022,Art,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,10022,Art,Other Services,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,10022,Art,Government,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,10022,Art,No Wages,53,,,75,,
55,Dominguez Hills,1,FTF,10021 + 10022,10022,Art,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,10051,10051,Music,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,10051,10051,Music,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,10051,10051,Music,Other Services,,,,,,
55,Dominguez Hills,1,FTF,10051,10051,Music,No Wages,15,,,17,,
55,Dominguez Hills,1,FTF,10071,10071,Theatre Arts,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,10071,10071,Theatre Arts,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,10071,10071,Theatre Arts,Information,,,,,,
55,Dominguez Hills,1,FTF,10071,10071,Theatre Arts,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,10071,10071,Theatre Arts,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,10071,10071,Theatre Arts,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,10071,10071,Theatre Arts,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF,10071,10071,Theatre Arts,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,10071,10071,Theatre Arts,Government,,,,,,
55,Dominguez Hills,1,FTF,10071,10071,Theatre Arts,No Wages,30,,,40,,
55,Dominguez Hills,1,FTF,10071,10071,Theatre Arts,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,11051,11051,Spanish,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,11051,11051,Spanish,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,11051,11051,Spanish,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,11051,11051,Spanish,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,11051,11051,Spanish,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,11051,11051,Spanish,Educational Services,22,"$31,291 ","$36,645 ",9,"$67,338 ","$55,557 "
55,Dominguez Hills,1,FTF,11051,11051,Spanish,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,11051,11051,Spanish,Other Services,,,,,,
55,Dominguez Hills,1,FTF,11051,11051,Spanish,Government,,,,,,
55,Dominguez Hills,1,FTF,11051,11051,Spanish,No Wages,27,,,43,,
55,Dominguez Hills,1,FTF,11051,11051,Spanish,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,12011,12011,Health Science,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,12011,12011,Health Science,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,12011,12011,Health Science,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,12011,12011,Health Science,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,12011,12011,Health Science,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,12011,12011,Health Science,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,12011,12011,Health Science,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,1,FTF,12011,12011,Health Science,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,12011,12011,Health Science,Educational Services,5,"$38,430 ","$57,422 ",,,
55,Dominguez Hills,1,FTF,12011,12011,Health Science,Health Care & Social Assistance,14,"$43,527 ","$62,205 ",9,"$98,305 ","$80,251 "
55,Dominguez Hills,1,FTF,12011,12011,Health Science,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,12011,12011,Health Science,Government,5,"$65,117 ","$55,925 ",,,
55,Dominguez Hills,1,FTF,12011,12011,Health Science,No Wages,122,,,152,,
55,Dominguez Hills,1,FTF,12011,12011,Health Science,Wages - No NAICS Code,5,"$8,596 ","$19,910 ",,,
55,Dominguez Hills,1,FTF,12081,12081,Occupational Therapy,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,12231 + 12232,12232,Medical Technology,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,12231 + 12232,12232,Medical Technology,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,12231 + 12232,12232,Medical Technology,Health Care & Social Assistance,7,"$90,617 ","$73,290 ",,,
55,Dominguez Hills,1,FTF,12231 + 12232,12232,Medical Technology,No Wages,17,,,24,,
55,Dominguez Hills,1,FTF,15011,15011,English,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,15011,15011,English,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,15011,15011,English,Information,,,,,,
55,Dominguez Hills,1,FTF,15011,15011,English,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,15011,15011,English,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,15011,15011,English,Admin & Support & Waste Mgmt & Remediation,5,"$37,633 ","$43,781 ",,,
55,Dominguez Hills,1,FTF,15011,15011,English,Educational Services,14,"$43,824 ","$40,717 ",6,"$73,894 ","$64,417 "
55,Dominguez Hills,1,FTF,15011,15011,English,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,15011,15011,English,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,15011,15011,English,Government,,,,,,
55,Dominguez Hills,1,FTF,15011,15011,English,No Wages,40,,,56,,
55,Dominguez Hills,1,FTF,15011,15011,English,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,15091,15091,Philosophy,Information,,,,,,
55,Dominguez Hills,1,FTF,15091,15091,Philosophy,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,15091,15091,Philosophy,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,15091,15091,Philosophy,Other Services,,,,,,
55,Dominguez Hills,1,FTF,15091,15091,Philosophy,No Wages,,,,5,,
55,Dominguez Hills,1,FTF,15991,15991,Humanities,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,15991,15991,Humanities,No Wages,,,,,,
55,Dominguez Hills,1,FTF,17011,17011,Mathematics,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,17011,17011,Mathematics,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,17011,17011,Mathematics,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,17011,17011,Mathematics,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,17011,17011,Mathematics,Educational Services,13,"$64,061 ","$55,277 ",,,
55,Dominguez Hills,1,FTF,17011,17011,Mathematics,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,17011,17011,Mathematics,No Wages,24,,,36,,
55,Dominguez Hills,1,FTF,17011,17011,Mathematics,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,19021,19021,Physics,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,19021,19021,Physics,No Wages,13,,,15,,
55,Dominguez Hills,1,FTF,19051,19051,Chemistry,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,19051,19051,Chemistry,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,19051,19051,Chemistry,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,19051,19051,Chemistry,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,19051,19051,Chemistry,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,19051,19051,Chemistry,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,19051,19051,Chemistry,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,19051,19051,Chemistry,No Wages,11,,,13,,
55,Dominguez Hills,1,FTF,19141,19141,Geology,No Wages,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Utilities,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Construction,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Information,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Educational Services,25,"$24,404 ","$27,937 ",7,"$50,284 ","$49,297 "
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Health Care & Social Assistance,27,"$36,658 ","$35,958 ",6,"$43,454 ","$38,490 "
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Other Services,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Government,19,"$51,627 ","$51,798 ",8,"$68,873 ","$67,943 "
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,No Wages,282,,,366,,
55,Dominguez Hills,1,FTF,20011 + 20013,20013,Psychology,Wages - No NAICS Code,8,"$26,955 ","$36,747 ",,,
55,Dominguez Hills,1,FTF,20991,20991,Behavioral Science,Construction,,,,,,
55,Dominguez Hills,1,FTF,20991,20991,Behavioral Science,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF,20991,20991,Behavioral Science,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,20991,20991,Behavioral Science,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,20991,20991,Behavioral Science,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,20991,20991,Behavioral Science,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,20991,20991,Behavioral Science,Other Services,,,,,,
55,Dominguez Hills,1,FTF,20991,20991,Behavioral Science,Government,,,,,,
55,Dominguez Hills,1,FTF,20991,20991,Behavioral Science,No Wages,16,,,22,,
55,Dominguez Hills,1,FTF,20991,20991,Behavioral Science,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,Construction,,,,,,
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,Manufacturing,5,"$40,593 ","$40,355 ",,,
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,Retail Trade,10,"$43,402 ","$40,816 ",6,"$57,587 ","$57,549 "
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,Information,,,,,,
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,Finance & Insurance,10,"$46,142 ","$44,345 ",,,
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,"Professional, Scientific, & Technical Skills",5,"$41,993 ","$48,393 ",,,
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,Admin & Support & Waste Mgmt & Remediation,6,"$38,391 ","$38,217 ",,,
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,Educational Services,13,"$30,135 ","$34,501 ",8,"$50,002 ","$55,582 "
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,Health Care & Social Assistance,7,"$46,675 ","$49,340 ",5,"$47,810 ","$46,875 "
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,Other Services,,,,,,
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,Government,23,"$61,277 ","$70,499 ",17,"$67,863 ","$71,480 "
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,No Wages,68,,,106,,
55,Dominguez Hills,1,FTF,21021,21021,Public Administration,Wages - No NAICS Code,9,"$40,612 ","$35,131 ",6,"$28,023 ","$26,667 "
55,Dominguez Hills,1,FTF,21025 + 21031,21031,Recreation Management & Administration,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,21025 + 21031,21031,Recreation Management & Administration,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,21025 + 21031,21031,Recreation Management & Administration,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,21025 + 21031,21031,Recreation Management & Administration,Government,,,,,,
55,Dominguez Hills,1,FTF,21025 + 21031,21031,Recreation Management & Administration,No Wages,,,,,,
55,Dominguez Hills,1,FTF,21042,21042,Human Services,Mining,,,,,,
55,Dominguez Hills,1,FTF,21042,21042,Human Services,Utilities,,,,,,
55,Dominguez Hills,1,FTF,21042,21042,Human Services,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,21042,21042,Human Services,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,21042,21042,Human Services,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,21042,21042,Human Services,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,21042,21042,Human Services,Information,,,,,,
55,Dominguez Hills,1,FTF,21042,21042,Human Services,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,21042,21042,Human Services,Educational Services,14,"$35,219 ","$34,486 ",5,"$51,007 ","$55,371 "
55,Dominguez Hills,1,FTF,21042,21042,Human Services,Health Care & Social Assistance,34,"$39,001 ","$37,285 ",14,"$35,938 ","$34,468 "
55,Dominguez Hills,1,FTF,21042,21042,Human Services,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,21042,21042,Human Services,Other Services,,,,,,
55,Dominguez Hills,1,FTF,21042,21042,Human Services,Government,21,"$56,509 ","$54,509 ",9,"$82,374 ","$78,773 "
55,Dominguez Hills,1,FTF,21042,21042,Human Services,No Wages,96,,,147,,
55,Dominguez Hills,1,FTF,21042,21042,Human Services,Wages - No NAICS Code,,,,5,"$37,855 ","$44,687 "
55,Dominguez Hills,1,FTF,21051,21051,Criminal Justice,Utilities,,,,,,
55,Dominguez Hills,1,FTF,21051,21051,Criminal Justice,Construction,,,,,,
55,Dominguez Hills,1,FTF,21051,21051,Criminal Justice,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,21051,21051,Criminal Justice,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,21051,21051,Criminal Justice,Retail Trade,10,"$33,921 ","$39,221 ",,,
55,Dominguez Hills,1,FTF,21051,21051,Criminal Justice,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,21051,21051,Criminal Justice,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,21051,21051,Criminal Justice,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,21051,21051,Criminal Justice,Admin & Support & Waste Mgmt & Remediation,5,"$37,905 ","$35,271 ",,,
55,Dominguez Hills,1,FTF,21051,21051,Criminal Justice,Educational Services,6,"$24,129 ","$24,543 ",,,
55,Dominguez Hills,1,FTF,21051,21051,Criminal Justice,Health Care & Social Assistance,5,"$29,460 ","$29,309 ",,,
55,Dominguez Hills,1,FTF,21051,21051,Criminal Justice,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,21051,21051,Criminal Justice,Other Services,,,,,,
55,Dominguez Hills,1,FTF,21051,21051,Criminal Justice,Government,16,"$52,375 ","$56,655 ",,,
55,Dominguez Hills,1,FTF,21051,21051,Criminal Justice,No Wages,228,,,291,,
55,Dominguez Hills,1,FTF,21051,21051,Criminal Justice,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,22021,22021,Anthropology,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,22021,22021,Anthropology,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF,22021,22021,Anthropology,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,22021,22021,Anthropology,Other Services,,,,,,
55,Dominguez Hills,1,FTF,22021,22021,Anthropology,No Wages,12,,,15,,
55,Dominguez Hills,1,FTF,22041,22041,Economics,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,22041,22041,Economics,Information,,,,,,
55,Dominguez Hills,1,FTF,22041,22041,Economics,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,22041,22041,Economics,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,22041,22041,Economics,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,22041,22041,Economics,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,22041,22041,Economics,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,22041,22041,Economics,Government,,,,,,
