Campus,Location,Student Path,Entry Stat,HEGIS at Exit,Major,Industry,# of Students Found 5 years after exit,Median Annual Earnings 5 years after exit,Average Annual Earnings 5 years after exit,# of Students Found 10 years after exit,Median Annual Earnings 10 years after exit,Average Annual Earnings 10 years after exit
45,Los Angeles,2,FTF + FTT,11071,Chinese,Government,,,,,,
45,Los Angeles,2,FTF + FTT,11071,Chinese,No Wages,8,,,10,,
45,Los Angeles,2,FTF + FTT,11081,Japanese,Manufacturing,,,,,,
45,Los Angeles,2,FTF + FTT,11081,Japanese,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF + FTT,11081,Japanese,Retail Trade,,,,,,
45,Los Angeles,2,FTF + FTT,11081,Japanese,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF + FTT,11081,Japanese,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF + FTT,11081,Japanese,Educational Services,,,,,,
45,Los Angeles,2,FTF + FTT,11081,Japanese,No Wages,24,,,30,,
45,Los Angeles,2,FTF + FTT,11081,Japanese,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,Construction,,,,,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,Manufacturing,,,,,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,Retail Trade,13,"$24,981","$25,875",,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,Information,,,,,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,"Professional, Scientific, & Technical Skills",5,"$61,703","$57,986",,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,Admin & Support & Waste Mgmt & Remediation,6,"$30,021","$28,014",,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,Educational Services,7,"$29,112","$31,129",,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,Health Care & Social Assistance,27,"$50,289","$53,828",12,"$44,500","$37,600"
45,Los Angeles,2,FTF + FTT,12011,Health Science,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,Other Services,,,,,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,Government,,,,,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,No Wages,174,,,248,,
45,Los Angeles,2,FTF + FTT,12011,Health Science,Wages - No NAICS Code,7,$750,"$1,801",,,
45,Los Angeles,2,FTF + FTT,12141,Health Education,No Wages,193,,,193,,
45,Los Angeles,2,FTF + FTT,12201,Communicative Disorders,Manufacturing,,,,,,
45,Los Angeles,2,FTF + FTT,12201,Communicative Disorders,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF + FTT,12201,Communicative Disorders,Retail Trade,7,"$20,882","$26,373",,,
45,Los Angeles,2,FTF + FTT,12201,Communicative Disorders,Information,,,,,,
45,Los Angeles,2,FTF + FTT,12201,Communicative Disorders,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF + FTT,12201,Communicative Disorders,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF + FTT,12201,Communicative Disorders,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,2,FTF + FTT,12201,Communicative Disorders,Educational Services,21,"$30,399","$30,089",7,"$28,093","$32,241"
45,Los Angeles,2,FTF + FTT,12201,Communicative Disorders,Health Care & Social Assistance,13,"$34,379","$41,806",,,
45,Los Angeles,2,FTF + FTT,12201,Communicative Disorders,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF + FTT,12201,Communicative Disorders,Other Services,,,,,,
45,Los Angeles,2,FTF + FTT,12201,Communicative Disorders,Government,,,,,,
45,Los Angeles,2,FTF + FTT,12201,Communicative Disorders,No Wages,123,,,171,,
45,Los Angeles,2,FTF + FTT,12201,Communicative Disorders,Wages - No NAICS Code,5,"$3,498","$12,669",,,
45,Los Angeles,2,FTF + FTT,12221,Rehabilitation Counseling,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF + FTT,12221,Rehabilitation Counseling,Retail Trade,6,"$17,252","$17,999",,,
45,Los Angeles,2,FTF + FTT,12221,Rehabilitation Counseling,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF + FTT,12221,Rehabilitation Counseling,Information,,,,,,
45,Los Angeles,2,FTF + FTT,12221,Rehabilitation Counseling,Educational Services,,,,,,
45,Los Angeles,2,FTF + FTT,12221,Rehabilitation Counseling,Health Care & Social Assistance,,,,,,
45,Los Angeles,2,FTF + FTT,12221,Rehabilitation Counseling,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF + FTT,12221,Rehabilitation Counseling,Government,,,,,,
45,Los Angeles,2,FTF + FTT,12221,Rehabilitation Counseling,No Wages,91,,,100,,
45,Los Angeles,2,FTF + FTT,12221,Rehabilitation Counseling,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF + FTT,12231 + 12232,Medical Technology,Health Care & Social Assistance,,,,,,
45,Los Angeles,2,FTF + FTT,12231 + 12232,Medical Technology,Other Services,,,,,,
45,Los Angeles,2,FTF + FTT,12231 + 12232,Medical Technology,Government,,,,,,
45,Los Angeles,2,FTF + FTT,12231 + 12232,Medical Technology,No Wages,,,,,,
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,Construction,,,,,,
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,Manufacturing,,,,,,
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,Retail Trade,11,"$23,012","$22,565",,,
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,Educational Services,9,"$27,181","$38,595",5,"$38,967","$46,082"
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,Health Care & Social Assistance,14,"$27,339","$35,990",7,"$64,110","$76,077"
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,Other Services,,,,,,
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,Government,7,"$53,704","$59,726",,,
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,No Wages,186,,,235,,
45,Los Angeles,2,FTF + FTT,13061,Dietetics/Nutritional Science,Wages - No NAICS Code,7,"$11,855","$12,187",,,
45,Los Angeles,2,FTF + FTT,15011,English,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,2,FTF + FTT,15011,English,Construction,,,,,,
45,Los Angeles,2,FTF + FTT,15011,English,Manufacturing,5,"$32,218","$27,558",,,
45,Los Angeles,2,FTF + FTT,15011,English,Wholesale Trade,7,"$22,927","$22,197",,,
45,Los Angeles,2,FTF + FTT,15011,English,Retail Trade,27,"$24,483","$25,673",13,"$31,582","$29,415"
45,Los Angeles,2,FTF + FTT,15011,English,Transportation & Warehousing,10,"$32,563","$37,452",,,
45,Los Angeles,2,FTF + FTT,15011,English,Information,11,"$24,450","$37,809",5,"$47,390","$56,705"
45,Los Angeles,2,FTF + FTT,15011,English,Finance & Insurance,7,"$41,729","$65,441",,,
45,Los Angeles,2,FTF + FTT,15011,English,Real Estate & Rental & Leasing,6,"$50,845","$46,711",,,
45,Los Angeles,2,FTF + FTT,15011,English,"Professional, Scientific, & Technical Skills",9,"$50,289","$47,456",5,"$51,221","$51,526"
45,Los Angeles,2,FTF + FTT,15011,English,Management of Companies & Enterprises,,,,,,
45,Los Angeles,2,FTF + FTT,15011,English,Admin & Support & Waste Mgmt & Remediation,8,"$31,106","$47,648",,,
45,Los Angeles,2,FTF + FTT,15011,English,Educational Services,31,"$33,546","$33,786",10,"$32,256","$34,165"
45,Los Angeles,2,FTF + FTT,15011,English,Health Care & Social Assistance,15,"$18,072","$29,956",6,"$52,187","$46,744"
45,Los Angeles,2,FTF + FTT,15011,English,"Arts, Entertainment, & Recreation",6,"$20,784","$21,119",,,
45,Los Angeles,2,FTF + FTT,15011,English,Accommodation & Food Services,14,"$23,551","$29,837",6,"$14,522","$21,908"
45,Los Angeles,2,FTF + FTT,15011,English,Other Services,5,"$38,709","$36,470",,,
45,Los Angeles,2,FTF + FTT,15011,English,Government,18,"$42,115","$51,093",13,"$64,574","$70,975"
45,Los Angeles,2,FTF + FTT,15011,English,No Wages,262,,,371,,
45,Los Angeles,2,FTF + FTT,15011,English,Wages - No NAICS Code,9,"$13,848","$19,780",,,
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,Manufacturing,,,,,,
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,Retail Trade,14,"$23,666","$23,624",,,
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,Information,22,"$26,321","$29,613",7,"$43,506","$41,129"
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,Finance & Insurance,10,"$45,276","$45,031",5,"$67,104","$63,325"
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,Real Estate & Rental & Leasing,9,"$25,617","$29,912",,,
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,"Professional, Scientific, & Technical Skills",11,"$33,887","$34,597",,,
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,Admin & Support & Waste Mgmt & Remediation,9,"$16,673","$23,247",,,
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,Educational Services,8,"$25,374","$27,490",,,
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,Health Care & Social Assistance,8,"$16,013","$23,808",,,
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,Accommodation & Food Services,8,"$20,878","$18,074",,,
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,Other Services,6,"$11,767","$13,341",,,
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,Government,7,"$43,939","$51,190",,,
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,No Wages,276,,,367,,
45,Los Angeles,2,FTF + FTT,15061,Speech Communication,Wages - No NAICS Code,5,"$1,334","$5,934",,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,Construction,,,,,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,Manufacturing,,,,,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,Retail Trade,8,"$20,114","$30,906",,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,Information,,,,,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,"Professional, Scientific, & Technical Skills",5,"$55,011","$63,459",,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,Admin & Support & Waste Mgmt & Remediation,5,"$40,777","$32,746",,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,Educational Services,6,"$17,964","$29,067",,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,Health Care & Social Assistance,5,"$40,356","$56,471",,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,Accommodation & Food Services,5,"$14,235","$11,799",,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,Other Services,,,,,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,Non-Classified,,,,,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,Government,,,,,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,No Wages,91,,,133,,
45,Los Angeles,2,FTF + FTT,15091,Philosophy,Wages - No NAICS Code,9,"$7,396","$12,374",,,
45,Los Angeles,2,FTF + FTT,17011,Mathematics,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,2,FTF + FTT,17011,Mathematics,Utilities,,,,,,
45,Los Angeles,2,FTF + FTT,17011,Mathematics,Construction,,,,,,
45,Los Angeles,2,FTF + FTT,17011,Mathematics,Manufacturing,7,"$51,774","$64,487",,,
45,Los Angeles,2,FTF + FTT,17011,Mathematics,Wholesale Trade,,,,6,"$37,190","$31,926"
45,Los Angeles,2,FTF + FTT,17011,Mathematics,Retail Trade,16,"$31,118","$32,783",7,"$38,836","$45,524"
45,Los Angeles,2,FTF + FTT,17011,Mathematics,Transportation & Warehousing,5,"$60,761","$47,251",,,
45,Los Angeles,2,FTF + FTT,17011,Mathematics,Information,,,,,,
45,Los Angeles,2,FTF + FTT,17011,Mathematics,Finance & Insurance,7,"$43,551","$47,740",5,"$56,935","$71,433"
45,Los Angeles,2,FTF + FTT,17011,Mathematics,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF + FTT,17011,Mathematics,Admin & Support & Waste Mgmt & Remediation,9,"$21,664","$31,115",,,
45,Los Angeles,2,FTF + FTT,17011,Mathematics,Educational Services,16,"$24,107","$31,936",,,
45,Los Angeles,2,FTF + FTT,17011,Mathematics,Health Care & Social Assistance,10,"$26,379","$26,158",,,
45,Los Angeles,2,FTF + FTT,17011,Mathematics,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF + FTT,17011,Mathematics,Accommodation & Food Services,11,"$25,007","$28,059",,,
45,Los Angeles,2,FTF + FTT,17011,Mathematics,Other Services,,,,,,
45,Los Angeles,2,FTF + FTT,17011,Mathematics,Government,8,"$42,241","$48,696",7,"$59,294","$69,847"
45,Los Angeles,2,FTF + FTT,17011,Mathematics,No Wages,183,,,237,,
45,Los Angeles,2,FTF + FTT,17011,Mathematics,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF + FTT,19021,Physics,Utilities,,,,,,
45,Los Angeles,2,FTF + FTT,19021,Physics,Manufacturing,,,,,,
45,Los Angeles,2,FTF + FTT,19021,Physics,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF + FTT,19021,Physics,Retail Trade,,,,,,
45,Los Angeles,2,FTF + FTT,19021,Physics,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF + FTT,19021,Physics,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF + FTT,19021,Physics,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,2,FTF + FTT,19021,Physics,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF + FTT,19021,Physics,Government,,,,,,
45,Los Angeles,2,FTF + FTT,19021,Physics,No Wages,41,,,49,,
45,Los Angeles,2,FTF + FTT,19021,Physics,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,Construction,,,,,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,Manufacturing,6,"$40,386","$48,571",,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,Retail Trade,14,"$31,675","$36,125",,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,Information,,,,,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,"Professional, Scientific, & Technical Skills",5,"$16,702","$29,309",,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,Educational Services,,,,,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,Health Care & Social Assistance,9,"$33,261","$42,125",,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,Accommodation & Food Services,5,"$24,269","$23,588",,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,Other Services,,,,,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,Government,,,,,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,No Wages,138,,,178,,
45,Los Angeles,2,FTF + FTT,19051,Chemistry,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF + FTT,19141,Geology,Construction,,,,,,
45,Los Angeles,2,FTF + FTT,19141,Geology,Retail Trade,,,,,,
45,Los Angeles,2,FTF + FTT,19141,Geology,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF + FTT,19141,Geology,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF + FTT,19141,Geology,Educational Services,,,,,,
45,Los Angeles,2,FTF + FTT,19141,Geology,Health Care & Social Assistance,,,,,,
45,Los Angeles,2,FTF + FTT,19141,Geology,Government,,,,,,
45,Los Angeles,2,FTF + FTT,19141,Geology,No Wages,32,,,40,,
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Utilities,,,,,,
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Construction,6,"$23,135","$33,425",,,
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Manufacturing,19,"$27,507","$30,543",8,"$46,220","$49,027"
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Wholesale Trade,26,"$38,911","$41,185",13,"$51,998","$49,861"
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Retail Trade,94,"$24,522","$26,787",29,"$27,223","$30,033"
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Transportation & Warehousing,17,"$25,696","$29,375",7,"$31,782","$26,839"
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Information,12,"$30,939","$41,383",9,"$47,148","$46,503"
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Finance & Insurance,51,"$43,778","$49,553",18,"$45,080","$48,973"
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Real Estate & Rental & Leasing,6,"$17,633","$18,562",,,
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,"Professional, Scientific, & Technical Skills",25,"$32,937","$33,222",14,"$33,749","$32,109"
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Management of Companies & Enterprises,,,,,,
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Admin & Support & Waste Mgmt & Remediation,43,"$23,885","$29,072",16,"$32,037","$34,819"
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Educational Services,61,"$20,340","$25,013",15,"$23,418","$28,794"
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Health Care & Social Assistance,83,"$29,830","$31,575",39,"$31,374","$34,634"
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,"Arts, Entertainment, & Recreation",8,"$10,459","$10,875",,,
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Accommodation & Food Services,40,"$19,245","$24,235",17,"$17,929","$23,223"
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Other Services,18,"$22,616","$24,726",6,"$40,438","$43,602"
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Non-Classified,,,,,,
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Government,41,"$43,878","$51,902",26,"$52,393","$58,100"
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,No Wages,520,,,870,,
45,Los Angeles,2,FTF + FTT,20011 + 20013,Psychology,Wages - No NAICS Code,37,"$2,819","$11,948",16,"$24,290","$44,804"
45,Los Angeles,2,FTF + FTT,21041,Social Work,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,2,FTF + FTT,21041,Social Work,Construction,,,,,,
45,Los Angeles,2,FTF + FTT,21041,Social Work,Manufacturing,,,,,,
45,Los Angeles,2,FTF + FTT,21041,Social Work,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF + FTT,21041,Social Work,Retail Trade,31,"$20,265","$23,637",12,"$33,301","$32,411"
45,Los Angeles,2,FTF + FTT,21041,Social Work,Transportation & Warehousing,6,"$30,107","$30,811",,,
45,Los Angeles,2,FTF + FTT,21041,Social Work,Information,5,"$22,583","$26,079",,,
45,Los Angeles,2,FTF + FTT,21041,Social Work,Finance & Insurance,15,"$40,560","$39,298",8,"$42,763","$42,522"
45,Los Angeles,2,FTF + FTT,21041,Social Work,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF + FTT,21041,Social Work,"Professional, Scientific, & Technical Skills",6,"$35,042","$29,043",,,
45,Los Angeles,2,FTF + FTT,21041,Social Work,Admin & Support & Waste Mgmt & Remediation,13,"$25,056","$25,504",6,"$28,458","$27,792"
45,Los Angeles,2,FTF + FTT,21041,Social Work,Educational Services,27,"$25,621","$27,941",11,"$28,434","$35,318"
45,Los Angeles,2,FTF + FTT,21041,Social Work,Health Care & Social Assistance,36,"$31,778","$31,104",20,"$37,727","$40,165"
45,Los Angeles,2,FTF + FTT,21041,Social Work,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF + FTT,21041,Social Work,Accommodation & Food Services,8,"$43,043","$43,081",,,
45,Los Angeles,2,FTF + FTT,21041,Social Work,Other Services,8,"$28,842","$40,744",,,
45,Los Angeles,2,FTF + FTT,21041,Social Work,Government,29,"$51,091","$56,730",19,"$53,643","$61,920"
45,Los Angeles,2,FTF + FTT,21041,Social Work,No Wages,133,,,260,,
45,Los Angeles,2,FTF + FTT,21041,Social Work,Wages - No NAICS Code,17,"$7,145","$13,275",,,
45,Los Angeles,2,FTF + FTT,21051,Criminal Justice,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,2,FTF + FTT,21051,Criminal Justice,Utilities,,,,,,
45,Los Angeles,2,FTF + FTT,21051,Criminal Justice,Construction,17,"$35,559","$41,389",6,"$62,010","$66,642"
45,Los Angeles,2,FTF + FTT,21051,Criminal Justice,Manufacturing,26,"$43,126","$46,742",9,"$58,313","$69,086"
45,Los Angeles,2,FTF + FTT,21051,Criminal Justice,Wholesale Trade,34,"$33,684","$32,916",14,"$38,900","$42,585"
45,Los Angeles,2,FTF + FTT,21051,Criminal Justice,Retail Trade,109,"$26,336","$28,422",26,"$42,891","$49,709"
